label,content
2,"nội dung môn học còn mới , khá nặng , quá nhiều kiến thức gây khó khăn cho sinh viên trong việc tiếp thu ."
4,nghỉ dạy rồi còn ý kiến gì nữa hả .
4,không chi tiết nhiều về phần bài tập .
2,tăng cường nghe và nói .
4,dễ gây nhàm chán .
3,"vì phòng học lớn , chất lượng không hiệu quả ."
3,"máy chiếu phòng wzjwz104 rất hay tắt , mở được một lúc là nóng quá rồi tắt , không sử dụng được nữa ."
2,"không cập nhật tin tức trên moodle , không mở diễn đàn trao đổi ."
2,"môn học liên hệ thực tế , liên kết với đồ án hơn ."
3,được thực hành trên thiết bị thực .
4,lớp học quá đông nên rất nóng .
4,"chép bài nhiều quá , nhưng không sao ."
3,cần có thiết bị và phòng học hợp lý hơn .
4,không nhàm chán .
3,"cải thiện máy chiếu , phòng thực hành ."
4,không thể hài lòng .
4,"ví dụ đề tài của em là doubledot các nguyên lý cơ bản , bao gồm 7 nguyên tắc của bohm ( 1983 ) ."
4,đã hoàn hảo .
4,"ngồi nhiều , nhìn slide nhiều ."
4,"cuối cùng , em xin cảm ơn vì thầy fraction cô đã đọc đến hết ."
4,không có ý kiến !
4,"cô rất vui tính , giảng bài tận tình ."
2,bài tập và tài liệu hướng dẫn học tập mà thầy cung cấp thực sự rất đầy đủ đối với em .
2,"slide bài giảng chưa được chuẩn hóa , đa phần sao chép nhặt mỗi nơi một ít ."
3,phòng thực hành về mạng cần có nhiều trang thiết bị về mạng hơn để sinh viên có thể thực hành trên máy móc chứ không phải học thông qua các phần mềm .
4,chưa ổn .
2,"cô dễ thương , dạy quá có tâm ."
2,tăng thời lượng cho phần nghe nói .
2,"chất lượng dạy còn khá nhiều chỗ chưa tốt , thời gian dạy còn chưa hiệu quả ."
3,mong nhà trường sẽ nâng cao cơ sở vật chất trong phòng máy để đảm bảo hiệu quả hơn .
3,cần nâng cao chất lượng máy chiếu .
3,phòng máy ngon hơn .
2,"cần có thêm giáo trình , tài liệu để sinh viên dễ tìm hiểu hơn ."
3,nên trang bị trang thiết bị cho phòng thực hành và phòng lab để sinh viên có thể thực hành và học trực tiếp trên thiết bị thật .
2,đồ án lập trình cần giao ngay đầu học kỳ để sinh viên có thể sắp xếp đầu tư .
3,nên nâng cao chất lượng sơ sở .
2,"một số nội dung cơ bản như doubledot cấu trúc của json , xml ."
4,chào thầy fraction cô !
4,cần nhiều hoạt động ngoại khóa .
2,thiếu sự đa dạng về bài tập .
1,"giảng viên tận tình , chu đáo , gần gũi sinh viên ."
3,máy chiếu mờ !
2,"chứ như tình trạng hiện tại là môn thực hành học trước , qua kỳ sau mới được học lý thuyết thì mất đi tính tiếp nối kiến thức trong quá trình học ."
3,nên chuyển qua phòng học khác không có máy tính và nhỏ hơn .
2,cần giảm bớt các nội dung không cần thiết tùy theo chuyên ngành mà sinh viên theo học .
2,cần nhiều bài tập và lời giải chi tiết kèm giáo trình .
4,cảm ơn .
4,dễ chịu .
2,môn học quá nặng cho một ngành không chuyên toán như công nghệ thông tin .
4,em thi giữa kỳ được 9dot5 điểm .
3,"phòng máy wzjwz26 khá tốt , đáp ứng nhu cầu của sinh viên , mong rằng các phòng máy khác cũng có được trang bị như vậy ."
1,"tiết dạy sinh động , lôi cuốn ."
1,em hiện chưa biết mặt thầy luôn ạ .
2,và sinh viên lên trường cũng chỉ tự làm như vậy thì ở nhà làm còn sướng hơn !
2,chương trình còn nặng lý thuyết .
1,chưa ôn tập được nhiều kiến thức cơ bản của anh văn 1 .
2,"làm đồ án còn phải thi cuối kỳ lý thuyết , sinh viên có nhiều đồ án trên một kỳ , còn phải thi lý thuyết cuối kỳ ."
4,xinh .
3,thiết bị còn thiếu .
3,nâng cấp chất lượng máy chiếu .
2,"những bài tập quá trình không rải đều các buổi học mà chỉ tập trung vào 2 - 3 buổi làm một số sinh viên trong đó có bản thân em bị mất từ 2 - 3 cột điểm , làm giảm tổng điểm xuống mức thấp ."
4,"tuy nhiên , em không thể làm khác được ."
2,"em có ý kiến như sau doubledot môn này em nghĩ là cần có nhiều tài liệu , đặc biệt tiếng việt thì càng tốt vì không phải ai cũng giỏi tiếng anh ."
3,nhìn không rõ .
4,sự thân thiện và tận tình đối với học viên .
2,cần thêm bài tập và rèn luyện kỹ năng giao tiếp .
2,cho sinh viên biết điểm thi giữa kỳ và điểm thi speaking ngay khi có thể .
1,"thầy giảng bài dễ hiểu , nhiệt tình ."
2,"cần có đề cương môn học cụ thể hơn , nội dung môn học cần được cập nhật ."
4,không ý kiến thêm .
1,mong cô luôn như vậy .
2,nên chia ra 2 buổi học 1 là lý thuyết 2 là thực hành .
3,nên nâng cao chất lượng phòng học hơn .
3,hồ bơi bẩn .
3,nhưng mà phòng thực hành hiện tại thì chỉ trang bị máy có 1 gb ram thôi .
2,nội dung bài thực hành nên chú trọng vào chất lượng hơn là số lượng .
1,phong thái chuyên nghiệp .
1,thầy dạy rất vui .
3,"phòng máy chất lượng khá cùi , nhiều máy không có visual 2010 ."
1,"giảng viên nhiệt tình , phương pháp thực hành hay , hiệu quả ."
3,một số máy chiếu tại số phòng anh văn hơi mờ .
1,hài lòng nhất là đúng giờ .
4,hỏi cũng không nhận được câu trả lời chính xác để học .
1,thầy wzjwz212 dạy nhiệt tình .
1,cô dạy nhiệt tình .
1,"giảng dạy nhiệt tình , dễ hiểu ."
1,em hài lòng nhất là thái độ giảng dạy của thầy rất nhiệt tình .
2,giảm số tiết trong buổi học .
4,tuyệt !
3,"nâng cao trang thiết bị phòng học doubledot máy chiếu , quạt ."
3,"mong nhà trường sửa chữa lại các máy tính đã bị hỏng ở phòng thực hành khoa wzjwz4 phòng wzjwz5 , để quá trình thực hành của sinh viên được tốt hơn ."
4,bỏ bớt những phần không cần thiết .
2,lịch thực hành không được thông báo .
3,cần nâng cao chất lượng cơ sở vật chất hơn .
4,và quá gấp gáp .
2,"ngoài kiến thức anh văn được cải thiện hiệu quả , sinh viên còn học được rất nhiều kỹ năng mềm khác ."
1,đảm bảo đúng thời gian lên lớp !
1,thầy dạy hay vui và ví dụ chi tiết .
3,cần trang bị phòng thực hành phù hợp với đặc thù môn học .
3,một số phòng thì quạt đã bị hỏng .
2,"hy vọng kỳ sau bộ môn anh văn cải tiến phương pháp dạy , và giáo trình , cho sinh viên nghe nói nhiều hơn , đôi khi bảo sinh viên dịch một đoạn để kiểm tra từ vựng , em thấy giáo viên cũng thương cho sinh viên thảo thuận cặp để nói , nhưng thật sự các bạn không biết nói gì , ngoài việc dịch tiếng việt ghép nghĩa tiếng anh !"
1,"trình độ chuẩn tiếng anh của giảng viên đại học thực sự còn thua một giáo viên cấp 3 , phát âm sai khiến sinh viên sử dụng để giao tiếp sai !"
1,giảng viên đã dạy tốt .
2,"cập nhật những đổi mới về môn học , nên có chương trình đào tạo phù hợp hơn ."
1,giảng viên xuất sắc .
2,nên tăng cường các bài tập về nhà .
3,điều kiện vật chất chưa được đầy đủ .
2,slide hơi khó hiểu .
1,"giảng viên dạy rất nhiệt tình , thường xuyên tham khảo ý kiến thắc mắc của sinh viên để giải đáp , tạo điều kiện cho sinh viên tự suy nghĩ trong lớp , không quá phụ thuộc vào slide ."
2,"thiếu thông tin , tài liệu về môn học ."
1,"dễ hiểu , dạy hay , có nhiều phương pháp sáng tạo , kẹo ngon ."
3,"phòng học còn nóng và bụi bặm , máy chiếu tuy vẫn nhìn được nhưng vẫn mờ , nếu ngồi xa hay hôm nào sáng quá sẽ không thấy rõ ."
3,"bộ kit thực hành cần được nâng cấp để không xảy ra tình trạng hư , trục trặc ."
4,cần nhiều tài liệu mới .
2,đến lớp dúng giờ !
4,hay và sáng tạo .
2,việc lên lớp và không lên lớp không có khác biệt .
1,"luôn hướng dẫn tận tình sinh viên đi đúng lộ trình , tuy thời gian đầu hơi khó hiểu vì toàn bộ bài giảng của thầy được viết bằng tiếng anh ."
3,máy tính không được tốt lắm .
1,thầy rất tận tình với sinh viên .
1,cô dễ tính .
4,không hiểu gì .
2,sinh viên hoàn toàn tự học .
1,nghỉ lễ nhiều nhưng chưa có được bù .
2,bài tập quá khó .
4,đôi từ tiếng anh em chưa hiểu .
3,"máy chiếu không rõ , hư hỏng , chập chờn ."
2,em nghĩ nên giảm bớt chương trình đào tạo với môn này .
4,hài lòng hoàn toàn .
3,"phòng thực hành quá nhỏ , ít thiết bị , khó khăn cho việc thực hành ."
3,"lắp quạt phù hợp vì phòng có 2 dãy quạt 2 bên nhưng ngồi ở dãy giữa vẫn nóng , cần có màn che cửa sổ và có ổ cắm điện ."
4,"sự thân thiện , cởi mở và nhiệt tình ."
4,"chúc các thầy cô , anh chị làm việc vui vẻ !"
3,em đi học đầy đủ nhưng không có máy để thực hành .
1,dạy rất có tâm .
1,"giảng bài dễ hiểu , thân thiện ."
2,và cho bài tập và kiểm tra bài tập ở tuần dạy tiếp theo .
2,thực hành đa số sinh viên không hiểu .
4,chả có gì hài lòng .
4,em cảm ơn ?
4,hết !
4,không có ạ .
1,"giáo viên vui tính , nhiệt tình ."
4,xin cảm ơn !
2,cần có thêm bài tập về nhà và sửa một vài bài tập đó trên lớp để việc tiếp thu bài được sâu hơn và hiệu quả hơn .
2,về các ví dụ .
4,đưa ra đề tài seminar như thách đố sinh viên vậy .
2,chia nhóm làm đồ án rất hay .
1,"thầy dạy nhiệt tình , giảng rất chi tiết từ lý thuyết đến thực hành ."
1,trong khi thầy giảng nội dung rất khó hiểu .
1,cách truyền đạt tốt .
2,môn học quá sâu làm và mới mẻ rất khó nắm bắt để làm bài tập .
1,tốc độ giảng bài có chút nhanh nên đôi khi không theo kịp .
3,em nghĩ các phòng máy của trường nên trang bị phần mềm sql tối thiểu là phiên bản 2008 .
1,thầy giảng bài không sát với đề thi .
2,tăng cường làm bài tập trên lớp !
1,nhiều học sinh không hài lòng với cách sắp lịch học và cách ra bài tập thực hành của giáo viên .
2,"bài tập hay , nâng cao ."
4,"chúng em là sinh viên năm nhất , và chúng em vẫn chưa đủ khả năng để làm ra những sản phẩm của riêng mình , chúng em học "" giới thiệu ngành "" vì mục đích định hướng , chúng em tìm hiểu về hệ thống nhúng vì mục đích xem mình có nên theo ngành đó hay không , và chúng em nói theo cách mình hiểu và tiếp cận được từ các nguồn thông tin ."
3,"phòng học nhỏ , không đủ máy , không kết nối mạng trong khi đây là phòng thực hành của khoa mạng máy tính ."
4,thật đáng buồn !
2,"do thời gian mỗi buổi học khá ngắn nên giảng viên cần tập trung vào những chủ đề quan trọng , phần còn lại nên để sinh viên tự tìm hiểu ."
3,"điều quan trọng là rất chật mà lớp thì đông , làm thầy phải chia ca và có bạn phải làm bài tập ngoài hành lang sau đó mới vào nộp ."
4,sơ sài .
2,cần tăng cường các buổi training do giảng viên đứng lớp để giải thêm các bài tập .
4,"em rất thích , em là một đứa không thích học môn xã hội nhưng học cô em rất thích nghe giảng ."
2,phần bài tập thực hành nên bám sát với phần lý thuyết .
3,"do cửa sổ không có rèm cửa nên khi học bằng máy chiếu thì không có hiệu quả cao , hơi mờ , sinh viên khó khăn trong việc nhìn ."
1,"cách thầy giảng dậy rất khoa học , đơn giản dễ hiểu !"
3,cần sửa chữa các linh kiện phòng máy wzjwz23 vì một số chuột đã hư .
2,"việc cho các bạn học nhóm là không hiệu quả , không nói rõ cách tính điểm quá trình ."
4,very good .
4,"và cuối cùng , đây cũng chỉ là tâm sự của riêng tôi , tôi không có ý gì cả , có lẽ đó cũng là chút kỷ niệm mà tôi lưu lại đối với môn học này , có lẽ vì số tôi quá đen , âu thì tôi đành cam chịu vậy hi hi rớt môn rồi , buồn quá ."
2,cung cấp đầy đủ và cập nhật giáo trình và tài liệu phục vụ môn học hơn .
3,trang thiết bị nên tốt hơn .
2,"theo em , tài liệu môn học còn thiếu ."
4,giảng viên cần bồi bổ thêm sức khỏe colonsmile .
2,"nội dung môn học mang tính cập nhật , mới mẻ ."
2,slide không đầy đủ khó khăn khi xem lại kiến thức .
1,điều em hài lòng nhất đó là thầy đi rất đúng giờ và không dạy quá nhanh .
1,do môn học khá khô khan nên em mong thầy liên hệ thêm nhiều ví dụ thực tế hơn để sinh viên dễ nắm bắt nội dung bài giảng .
3,"theo như yêu cầu của môn học , sinh viên phải mang lap để làm bài tập , tuy nhiên ổ cắm trong phòng chỉ có 2 ổ , không đáp ứng được nhu cầu dạy và học của giảng viên lẫn sinh viên ."
2,nên đổi giáo trình .
3,một số phòng thực hành nên thay dàn máy phù hợp hơn .
1,"nhiệt tình , tận tâm giảng dạy ."
3,theo em nghĩ nên sửa lại hoặc thay mới dàn máy tính cũ và dễ bị lỗi đi .
3,trang thiết bị cần được sửa chữa và bổ sung thêm .
1,các thầy nên cho đề cương ôn sát với phần thi .
2,hình thức thi đề đóng không phù hợp với môn học .
4,cho em xin ít con chip nfc .
4,em học thầy được nửa kỳ trước thì tự cúp qua lớp cô wzjwz218 học .
1,"thầy giảng dạy rất nhiệt tình , dễ hiểu ."
2,"mỗi học kỳ có thể là đồ án khác nhau cho toàn bộ sinh viên để doubledot tránh tình trạng "" xào "" lại các đồ án cũ, nên có chung một quy tắc chuẩn để chấm điểm cho sinh viên ."
3,"cải thiện chất lượng quạt , phòng rất nóng , hầm và bí ."
4,"chú tâm , hướng dẫn cho từng học sinh , tương đối dễ hiểu ."
1,thầy đi dạy đầy đủ .
4,"em không học lớp này , không hiểu sao trong danh sách khảo sát của em lại có lớp này với giảng viên này ."
2,"hoặc dạy thêm các kinh nghiệm khi phỏng vấn xin việc , xin học bổng , xin thực tập ."
3,máy chiếu mờ phòng học hơi nóng .
4,tất cả đều hài lòng .
1,có tâm .
4,thắc mắc ngay tại lớp những cái mình không hiểu .
1,dạy vui .
3,nếu trang thiết bị đã không đáp ứng được thì tại sao trường không tạo điều kiện kéo dây mạng cho sinh viên cắm vào laptop .
2,thời gian chưa đảm bảo .
1,"thầy dạy rất dễ hiểu , nhiệt tình ."
4,do dạy khác chuẩn coloncontemn .
3,để ra hơi khó .
4,em thấy vậy được rồi .
3,học gần công trình thì công thật không thể chịu nổi .
3,cần sắp xếp phòng học cho phù hợp với số lượng sinh viên để sinh viên tiếp thu tốt hơn .
3,"cần cải thiện chất lượng phòng học , máy chiếu ."
2,cần thống nhất giữa giáo viên lý thuyết và thực hành .
4,hầu như bữa nào cũng over time .
3,mong nhà trường có thể trang bị thêm phòng máy tốt hơn để khi chạy chương trình có thể chạy nhanh hơn .
