label,content,back_translation,synonym_aug
3,"giảng viên nhiệt tình , giảng dạy tốt , dễ hiểu .","giảng viên nhiệt tình , giảng dạy tốt , dễ hiểu .","giảng viên nhiệt tình , giảng dạy tốt , dễ hiểu ."
3,"thầy vui tính , giảng bài dễ hiểu , nhiệt tình .","thầy vui tính , giảng bài dễ hiểu , nhiệt tình .","thầy vui tính , giảng bài dễ hiểu , nhiệt tình ."
2,sự nhiệt tình giảng dạy của giảng viên .,sự nhiệt tình giảng dạy của giảng viên .,sự nhiệt tình giảng dạy của giảng viên .
2,dễ .,dễ .,dễ .
2,không có ý kiến gì ạ .,không có ý kiến gì ạ .,không có ý kiến gì ạ .
2,không có ý kiến thêm .,không có ý kiến thêm .,không có ý kiến thêm .
1,cô dạy hay nhưng phòng máy nhiều hôm thiếu máy .,cô dạy hay nhưng phòng máy nhiều hôm thiếu máy .,cô dạy hay nhưng phòng máy nhiều hôm thiếu máy .
2,cô lo sợ sinh viên sẽ không thể hiểu được nhưng thật sự thì để đỗ được đại học thì mức độ tư duy của các sinh viên đã tương đối tốt .,cô lo sợ sinh viên sẽ không thể hiểu được nhưng thật sự thì để đỗ được đại học thì mức độ tư duy của các sinh viên đã tương đối tốt .,cô lo sợ sinh viên sẽ không thể hiểu được nhưng thật sự thì để đỗ được đại học thì mức độ tư duy của các sinh viên đã tương đối tốt .
3,"giảng viên đảm bảo giờ giấc , học bù đầy đủ .","giảng viên đảm bảo giờ giấc , học bù đầy đủ .","giảng viên đảm bảo giờ giấc , học bù đầy đủ ."
1,"em không ý kiến gì về việc thầy chấm khó hay dễ nhưng nếu chấm khó thì thầy nên quan tâm đầu tư về việc giảng dạy nhiều hơn , tạo nhiều hoạt động hỗ trợ và thúc đẩy sinh viên làm đồ án .","em không ý kiến gì về việc thầy chấm khó hay dễ nhưng nếu chấm khó thì thầy nên quan tâm đầu tư về việc giảng dạy nhiều hơn , tạo nhiều hoạt động hỗ trợ và thúc đẩy sinh viên làm đồ án .","em không ý kiến gì về việc thầy chấm khó hay dễ nhưng nếu chấm khó thì thầy nên quan tâm đầu tư về việc giảng dạy nhiều hơn , tạo nhiều hoạt động hỗ trợ và thúc đẩy sinh viên làm đồ án ."
2,em thi giữa kỳ được 9dot5 điểm .,em thi giữa kỳ được 9dot5 điểm .,em thi giữa kỳ được 9dot5 điểm .
1,"có rất nhiều thiết bị đang xuống cấp và hư hỏng , ảnh hưởng đến chất lượng giảng dạy .","có rất nhiều thiết bị đang xuống cấp và hư hỏng , ảnh hưởng đến chất lượng giảng dạy .","có rất nhiều thiết bị đang xuống cấp và hư hỏng , ảnh hưởng đến chất lượng giảng dạy ."
2,"lớp có 3 thầy nhưng không biết thầy wzjwz282 , 3 thầy đó là doubledot wzjwz283 , wzjwz284 , wzjwz285 .","lớp có 3 thầy nhưng không biết thầy wzjwz282 , 3 thầy đó là doubledot wzjwz283 , wzjwz284 , wzjwz285 .","lớp có 3 thầy nhưng không biết thầy wzjwz282 , 3 thầy đó là doubledot wzjwz283 , wzjwz284 , wzjwz285 ."
3,thầy dạy cung cấp rất nhiều ví dụ thực tế .,thầy dạy cung cấp rất nhiều ví dụ thực tế .,thầy dạy cung cấp rất nhiều ví dụ thực tế .
1,slide quá dài và dùng từ ngữ khó hiểu .,slide quá dài và dùng từ ngữ khó hiểu .,slide quá dài và dùng từ ngữ khó hiểu .
2,không có gì để phàn nàn .,không có gì để phàn nàn .,không có gì để phàn nàn .
1,"cần có một phòng máy tốt hơn , hiện đại hơn .","cần có một phòng máy tốt hơn , hiện đại hơn .","cần có một phòng máy tốt hơn , hiện đại hơn ."
2,hay kể chuyện cho lớp em nghe .,hay kể chuyện cho lớp em nghe .,hay kể chuyện cho lớp em nghe .
1,nếu có thì cũng xin xem lại chất lượng môn này .,nếu có thì cũng xin xem lại chất lượng môn này .,nếu có thì cũng xin xem lại chất lượng môn này .
2,giải bài tập về nhà .,giải bài tập về nhà .,giải bài tập về nhà .
3,đảm bảo cân bằng giữa học lý thuyết và làm bài tập .,đảm bảo cân bằng giữa học lý thuyết và làm bài tập .,đảm bảo cân bằng giữa học lý thuyết và làm bài tập .
3,cô giảng bài rất dễ hiểu .,cô giảng bài rất dễ hiểu .,cô giảng bài rất dễ hiểu .
2,thầy cho bài tập về nhà hàng tuần .,thầy cho bài tập về nhà hàng tuần .,thầy cho bài tập về nhà hàng tuần .
2,về các ví dụ .,về các ví dụ .,về các ví dụ .
3,nhiệt tình giúp đỡ học sinh .,nhiệt tình giúp đỡ học sinh .,nhiệt tình giúp đỡ học sinh .
2,đến lớp dúng giờ !,đến lớp dúng giờ !,đến lớp dúng giờ !
2,lớp học thực hành luôn duy trì sĩ số 10 - 50 sinh viên .,lớp học thực hành luôn duy trì sĩ số 10 - 50 sinh viên .,lớp học thực hành luôn duy trì sĩ số 10 - 50 sinh viên .
1,sinh viên được được thuyết trình nhưng thật sự chưa hiểu quả .,sinh viên được được thuyết trình nhưng thật sự chưa hiểu quả .,sinh viên được được thuyết trình nhưng thật sự chưa hiểu quả .
2,"giảng viên cố gắng tìm đủ thiết bị , dụng cụ cho sinh viên thực hành .","giảng viên cố gắng tìm đủ thiết bị , dụng cụ cho sinh viên thực hành .","giảng viên cố gắng tìm đủ thiết bị , dụng cụ cho sinh viên thực hành ."
1,cần phân chia trình độ giữa các bạn để chia lớp rõ ràng hơn .,cần phân chia trình độ giữa các bạn để chia lớp rõ ràng hơn .,cần phân chia trình độ giữa các bạn để chia lớp rõ ràng hơn .
1,lâu lâu thầy nói cực nhanh nghe không kịp ý thầy .,lâu lâu thầy nói cực nhanh nghe không kịp ý thầy .,lâu lâu thầy nói cực nhanh nghe không kịp ý thầy .
3,giáo viên giảng dạy nhiệt tình .,giáo viên giảng dạy nhiệt tình .,giáo viên giảng dạy nhiệt tình .
1,"slide còn hơi khô khan , cách giải thích của giảng viên còn chưa thuyết phục dễ hiểu .","slide còn hơi khô khan , cách giải thích của giảng viên còn chưa thuyết phục dễ hiểu .","slide còn hơi khô khan , cách giải thích của giảng viên còn chưa thuyết phục dễ hiểu ."
2,kiến thức được đưa vào ứng dụng nhiều bài toán .,kiến thức được đưa vào ứng dụng nhiều bài toán .,kiến thức được đưa vào ứng dụng nhiều bài toán .
2,kiến thức xã hội .,kiến thức xã hội .,kiến thức xã hội .
2,làm bài tập .,làm bài tập .,làm bài tập .
2,"buổi đầu tiên là một bài thực hành đơn giản , buổi thứ 2 chia nhóm và thông báo đề tài đồ án cuối kỳ , buổi thứ 3 là chấm đồ án .","buổi đầu tiên là một bài thực hành đơn giản , buổi thứ 2 chia nhóm và thông báo đề tài đồ án cuối kỳ , buổi thứ 3 là chấm đồ án .","buổi đầu tiên là một bài thực hành đơn giản , buổi thứ 2 chia nhóm và thông báo đề tài đồ án cuối kỳ , buổi thứ 3 là chấm đồ án ."
3,"khi sinh viên có thắc mắc về bài tập thì giáo viên chỉ dẫn tận tình , dễ hiểu .","khi sinh viên có thắc mắc về bài tập thì giáo viên chỉ dẫn tận tình , dễ hiểu .","khi sinh viên có thắc mắc về bài tập thì giáo viên chỉ dẫn tận tình , dễ hiểu ."
2,thầy có hướng dẫn vào lúc thực hành .,thầy có hướng dẫn vào lúc thực hành .,thầy có hướng dẫn vào lúc thực hành .
3,"thầy dạy rất tận tâm và dễ hiểu , tuy bị mất căn bản nhập môn lập trình nhưng sau mỗi buổi học của thầy , em cảm thấy vô cùng hứng thú và có động lực hơn với môn lập trình hướng đối tượng nói riêng và những môn có liên quan đế lập trình khác nói chung .","thầy dạy rất tận tâm và dễ hiểu , tuy bị mất căn bản nhập môn lập trình nhưng sau mỗi buổi học của thầy , em cảm thấy vô cùng hứng thú và có động lực hơn với môn lập trình hướng đối tượng nói riêng và những môn có liên quan đế lập trình khác nói chung .","thầy dạy rất tận tâm và dễ hiểu , tuy bị mất căn bản nhập môn lập trình nhưng sau mỗi buổi học của thầy , em cảm thấy vô cùng hứng thú và có động lực hơn với môn lập trình hướng đối tượng nói riêng và những môn có liên quan đế lập trình khác nói chung ."
3,cô giảng dễ hiểu giúp em tiếp thu bài rất nhanh .,cô giảng dễ hiểu giúp em tiếp thu bài rất nhanh .,cô giảng dễ hiểu giúp em tiếp thu bài rất nhanh .
2,phần tài liệu .,phần tài liệu .,phần tài liệu .
2,không có điều gì không hài lòng về thầy .,không có điều gì không hài lòng về thầy .,không có điều gì không hài lòng về thầy .
2,không có điều không hài lòng .,không có điều không hài lòng .,không có điều không hài lòng .
2,có bám sát chương trình dạy .,có bám sát chương trình dạy .,có bám sát chương trình dạy .
2,tâm sự của một đứa sinh viên bị thầy đánh rớt .,tâm sự của một đứa sinh viên bị thầy đánh rớt .,tâm sự của một đứa sinh viên bị thầy đánh rớt .
1,"phương pháp thầy cho các bạn thuyết trình trên lớp cũng không khả quan , một buổi học đến 4 nhóm thuyết trình về 4 chủ đề khác nhau .","phương pháp thầy cho các bạn thuyết trình trên lớp cũng không khả quan , một buổi học đến 4 nhóm thuyết trình về 4 chủ đề khác nhau .","phương pháp thầy cho các bạn thuyết trình trên lớp cũng không khả quan , một buổi học đến 4 nhóm thuyết trình về 4 chủ đề khác nhau ."
3,"thầy dạy dễ hiểu , rất hài lòng .","thầy dạy dễ hiểu , rất hài lòng .","thầy dạy dễ hiểu , rất hài lòng ."
2,đó là tại sao .,đó là tại sao .,đó là tại sao .
1,chỉ làm bài tập dựa trên tài liệu và tìm kiếm trên mạng .,chỉ làm bài tập dựa trên tài liệu và tìm kiếm trên mạng .,chỉ làm bài tập dựa trên tài liệu và tìm kiếm trên mạng .
3,thầy dạy dễ hiểu có tâm .,thầy dạy dễ hiểu có tâm .,thầy dạy dễ hiểu có tâm .
2,dạy đủ giờ !,dạy đủ giờ !,dạy đủ giờ !
3,"cách dạy chậm rãi , dễ hiểu , giảng viên thân thiện với sinh viên .","cách dạy chậm rãi , dễ hiểu , giảng viên thân thiện với sinh viên .","cách dạy chậm rãi , dễ hiểu , giảng viên thân thiện với sinh viên ."
3,"thầy giảng bài cực kỳ thu hút , dễ hiểu , không gây buồn ngủ , nhàm chán .","thầy giảng bài cực kỳ thu hút , dễ hiểu , không gây buồn ngủ , nhàm chán .","thầy giảng bài cực kỳ thu hút , dễ hiểu , không gây buồn ngủ , nhàm chán ."
3,"giảng viên dạy tận tâm , nhiệt tình , vui vẻ với sinh viên , dạy đầy đủ kiến thức cần thiết .","giảng viên dạy tận tâm , nhiệt tình , vui vẻ với sinh viên , dạy đầy đủ kiến thức cần thiết .","giảng viên dạy tận tâm , nhiệt tình , vui vẻ với sinh viên , dạy đầy đủ kiến thức cần thiết ."
3,kiến thức môn học ứng dụng tốt cho công việc sau này .,kiến thức môn học ứng dụng tốt cho công việc sau này .,kiến thức môn học ứng dụng tốt cho công việc sau này .
2,kiến thức .,kiến thức .,kiến thức .
2,không biết cô wzjwz327 là ai ?,không biết cô wzjwz327 là ai ?,không biết cô wzjwz327 là ai ?
2,kiểm tra bằng web .,kiểm tra bằng web .,kiểm tra bằng web .
3,rất hòa đồng .,rất hòa đồng .,rất hòa đồng .
2,"và cuối cùng , đây cũng chỉ là tâm sự của riêng tôi , tôi không có ý gì cả , có lẽ đó cũng là chút kỷ niệm mà tôi lưu lại đối với môn học này , có lẽ vì số tôi quá đen , âu thì tôi đành cam chịu vậy hi hi rớt môn rồi , buồn quá .","và cuối cùng , đây cũng chỉ là tâm sự của riêng tôi , tôi không có ý gì cả , có lẽ đó cũng là chút kỷ niệm mà tôi lưu lại đối với môn học này , có lẽ vì số tôi quá đen , âu thì tôi đành cam chịu vậy hi hi rớt môn rồi , buồn quá .","và cuối cùng , đây cũng chỉ là tâm sự của riêng tôi , tôi không có ý gì cả , có lẽ đó cũng là chút kỷ niệm mà tôi lưu lại đối với môn học này , có lẽ vì số tôi quá đen , âu thì tôi đành cam chịu vậy hi hi rớt môn rồi , buồn quá ."
